,Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet),Neighbors_Count_UpToDate
128,Operator 1,Well 10112,TFH,9409,40,155,98,24,7903534,167314,12/24/2014,P & P,48.22751721,-103.2205669,,653.37701,111.76,424.7863248,362.5027394,,,,270527.4943,532388.5506,0.5
129,Operator 18,Well 10113,MBH,9747,35,158,97,31,2381669,40141,4/1/2015,Sleeves,48.46070813,-103.2565596,SLICKWATER (HC),660,60.95,485.4700855,,,,,290303.8959,616377.8647,1
130,Operator 2,Well 10114,TFH,9384,30,155,96,17,3441668,73497,1/15/2015,P & P,48.25469217,-103.0583187,CROSSLINKED (HC),632.690465,38.98,133.8593031,,,,,311488.4749,528816.7728,1.75
131,Operator 18,Well 10115,TFH,10046,35,155,95,18,2403850,42981,3/18/2015,Sleeves,48.25371331,-102.9491125,LINEAR GEL (HC),540.90034,100.67,547.008547,504.3721236,,,,336751.3766,519751.5476,0.5
132,Operator 4,Well 10116,MBH,9655,33,154,97,9,4690789,148433,4/19/2015,P & P (cmt.),48.17118193,-103.1646372,SLICKWATER (HC),301.37744,97.44,,,,,,276747.6257,508300.3404,1.25
133,Operator 4,Well 10117,MBH,10283,35,156,100,18,7148960,236340,6/4/2015,P & P (cmt.),48.34115552,-103.5870664,SLICKWATER (HC),567.107505,182.26,,,,,,199305.9713,601529.3007,5
134,Operator 13,Well 10118,MBH,9935,35,158,95,16,4016038,169106,5/12/2015,P & P (cmt.),48.50435944,-102.9676791,SLICKWATER (HC),348.557245,129.52,,,,,,362394.2753,608499.8652,3
135,Operator 13,Well 10119,TFH,9909,35,158,95,16,3881893,177476,5/12/2015,P & P (cmt.),48.5043597,-102.9678235,SLICKWATER (HC),328.160505,70.71,,,,,,362360.886,608511.4289,3.75
136,Operator 22,Well 1012,TFH,9645,20,161,98,35,2686392,67913,5/23/2016,P & P (cmt.),48.72114473,-103.3712265,SLICKWATER (HC),660,50.41,,,,,,295345.4589,716182.9986,0
137,Operator 4,Well 10120,MBH,8990,35,156,100,7,7354882,300843,10/22/2015,P & P (cmt.),48.34459261,-103.5977913,SLICKWATER (HC),472.81643,144.86,,,,,,197242.3465,603595.1437,0
138,Operator 4,Well 10121,MBH,8690,35,156,100,7,7355011,294957,10/25/2015,P & P (cmt.),48.34459214,-103.5976679,SLICKWATER (HC),538.52564,131.99,,,,,,197270.8561,603584.9432,2
139,Operator 18,Well 10122,MBH,10171,35,154,98,10,2455850,39206,6/17/2015,Sleeves,48.1703435,-103.2795879,LINEAR GEL (HC),191.477435,58.76,,,,,,249916.4803,517272.1529,2
140,Operator 18,Well 10123,MBH,9926,35,154,98,10,2456125,36042,6/15/2015,Sleeves,48.17043396,-103.2795892,LINEAR GEL (HC),213.982145,98.36,,,,,,249927.0966,517303.6975,1
141,Operator 4,Well 10124,MBH,9830,34,154,98,22,7068200,223240,7/3/2015,P & P (cmt.),48.14235219,-103.2729292,SLICKWATER (HC),660,178.85,,,,,,248086.8703,507006.2206,2
142,Operator 18,Well 10125,MBH,9520,35,157,97,1,2812568,41934,6/20/2015,Sleeves,48.4587019,-103.1471497,LINEAR GEL (HC),569.19931,62.84,,,,,,315380.4107,606912.4276,4
143,Operator 11,Well 10126,TFH,9741,32,155,101,8,3644635,73595,9/19/2014,Sleeves,48.26027119,-103.7106674,LINEAR GEL (HC),660,42.95,162.1301775,157.9333772,138.9984659,,,160792.4154,583527.5389,0
144,Operator 2,Well 10127,MBH,8941,45,159,96,10,3783120,84243,8/30/2014,P & P (cmt.),48.605257,-103.0660382,CROSSLINKED (HC),660,60.8,291.6502301,234.3085689,184.231865,128.7384031,,351739.0734,651459.8678,0.25
145,Operator 11,Well 10128,TFH,9788,32,155,101,5,3711379,169579,9/24/2014,P & P,48.28362324,-103.7029361,SW-GEL HYBRID,660,61.89,387.8040763,281.1527504,229.0105194,,,165442.5179,591000.0221,0.5
146,Operator 1,Well 10129,MBH,9191,30,155,97,29,4478495,221756,7/5/2014,P & P,48.22442971,-103.1870564,,655.05633,141.41,582.5443787,492.1433268,449.8027613,400.6976404,,277941.3182,528618.7394,0
147,Operator 22,Well 1013,MBH,10244,20,161,98,35,2686392,67913,5/24/2016,P & P (cmt.),48.72114526,-103.3710193,SLICKWATER (HC),660,59.38,,,,,,295393.2235,716166.5616,0.25
148,Operator 41,Well 10130,MBH,9878,32,155,103,9,5625390,386286,9/19/2014,P & P (cmt.),48.25673274,-103.9335931,SLICKWATER (HC),616.166685,38.26,155.687048,118.5185185,70.28270874,,,108721.1634,600591.7682,3.25
149,Operator 41,Well 10131,MBH,9546,36,156,100,27,8084032,114786,3/1/2015,P & P (cmt.),48.31290046,-103.5193372,LINEAR GEL (HC),552.97798,109.07,,,,,,211550.3146,586213.1849,1.5
150,Operator 1,Well 10132,MBH,9585,40,155,98,24,4598329,259216,12/15/2014,P & P,48.22751695,-103.2203821,SLICKWATER (HC),653.37701,117.66,487.0808679,427.8763971,319.8937103,,,270570.3943,532373.5834,1
151,Operator 18,Well 10133,MBH,9533,35,158,97,31,2389082,40286,4/3/2015,Sleeves,48.46070794,-103.2564235,,660,53.43,319.8224852,202.5750603,,,,290335.3601,616366.873,2
152,Operator 4,Well 10134,MBH,9430,43,156,97,2,3297408,78083,12/13/2014,P & P (cmt.),48.37161875,-103.1178426,CROSSLINKED (HC),626.315505,67.69,476.1341223,349.3315801,236.0344072,,,311702.6341,574264.6419,0
153,Operator 41,Well 10135,MBH,9828,32,155,100,1,3836275,149176,10/23/2014,P & P (cmt.),48.28370749,-103.4900131,SLICKWATER (HC),641.49839,128.56,490.6311637,433.7168529,358.1470524,,,214795.9257,573692.9545,1.25
154,Operator 4,Well 10136,TFH,9878,25,154,97,9,3351000,56104,4/14/2015,P & P (cmt.),48.17124801,-103.1647069,CROSSLINKED (HC),162.60653,50.49,,,,,,276739.3601,508328.9233,0
155,Operator 4,Well 10137,TFH,8683,26,154,97,9,3409360,56262,4/4/2015,P & P (cmt.),48.17090501,-103.1567648,,660,56.21,,,,,,278545.3817,507570.9413,0
156,Operator 41,Well 10138,TFH,9761,38,155,101,26,8054409,135368,7/3/2015,P & P (cmt.),48.2253737,-103.6400572,LINEAR GEL (HC),627.84146,89.54,,,,,,172894.3322,565647.8202,2.5
157,Operator 41,Well 10139,MBH,9366,36,155,101,26,5393758,227915,7/3/2015,P & P (cmt.),48.22537409,-103.6399341,SLICKWATER (HC),581.89164,68.99,,,,,,172922.9307,565637.9085,1.75
158,Operator 22,Well 1014,MBH,9638,22,160,100,24,3430110,106568,5/17/2016,P & P (cmt.),48.6637242,-103.5469312,SLICKWATER (HC),660,65.26,,,,,,247908.8456,710355.5001,0.25
159,Operator 13,Well 10140,MBH,9782,35,158,95,16,3962326,161794,5/12/2015,P & P (cmt.),48.50435997,-102.967968,SLICKWATER (HC),322.808565,72.29,,,,,,362327.4748,608523.0041,3
160,Operator 41,Well 10141,MBH,10082,33,156,100,32,5892098,191876,4/18/2015,P & P (cmt.),48.28584178,-103.5630897,SLICKWATER (HC),572.23206,130,,,,,,198116.3808,580370.5328,3.75
161,Operator 29,Well 10142,TFH,9381,37,158,96,13,6015570,143345,11/17/2017,P & P,48.51668174,-103.0186609,,606.570245,0.28,,,,,,352071.9155,616844.8764,0
162,Operator 45,Well 10143,TFH,8498,31,154,100,6,3995842,123118,6/8/2015,P & P (cmt.),48.187155,-103.5853696,,291.66825,42.54,,,,,,180919.7967,547920.2612,0.5
163,Operator 18,Well 10144,MBH,9588,35,154,98,10,2475519,36791,6/19/2015,Sleeves,48.17052441,-103.2795904,LINEAR GEL (HC),332.252555,108.37,,,,,,249937.7349,517335.2306,3
164,Operator 4,Well 10145,TFH,8317,30,155,99,31,6969000,164449,6/8/2016,P & P (cmt.),48.20150964,-103.4568676,LINEAR GEL (HC),629.06991,170.78,,,,,,212500.0211,542451.7343,3
165,Operator 4,Well 10146,MBH,10253,27,154,98,22,6653320,209054,7/3/2015,P & P (cmt.),48.14227544,-103.2729748,,660,162.59,,,,,,248067.0027,506983.2297,2
166,Operator 1,Well 10147,MBH,10244,30,155,98,7,3438290,201789,8/1/2015,P & P,48.25644129,-103.3362419,SLICKWATER (HC),534.99285,132.68,,,,,,247159.2383,551770.678,1
167,Operator 18,Well 10148,TFH,10218,35,156,96,34,2779554,46129,8/6/2015,Sleeves,48.28577988,-103.001543,LINEAR GEL (HC),521.493475,78.12,,,,,,328400.8381,535096.2695,1.5
168,Operator 18,Well 10149,MBH,9892,50,156,96,34,3500537,51297,7/31/2015,Sleeves,48.28577963,-103.0014073,LINEAR GEL (HC),385.482165,87.03,,,,,,328432.3287,535085.348,0
169,Operator 22,Well 1015,TFH,10112,26,163,100,15,2544463,68920,6/26/2016,P & P (cmt.),48.95121664,-103.6588444,,648.522495,68.93,,,,,,257335.3644,819347.4371,0
170,Operator 1,Well 10150,MBH,9348,30,153,99,4,3419637,188295,6/8/2014,P & P,48.11009597,-103.4151057,,649.69036,163.34,814.5627876,698.9590182,590.3627,488.2058587,375.701293,211115.5111,507311.598,1
171,Operator 11,Well 10151,MBH,9932,32,155,101,5,3651079,128658,9/30/2014,P & P,48.28365876,-103.7032037,SW-GEL HYBRID,660,78.04,602.3339908,417.4446636,301.846373,,,165384.8785,591034.2136,2.25
172,Operator 24,Well 10152,MBH,8540,22,154,98,23,4972279,97854,8/3/2014,P & P (cmt.),48.14176127,-103.2395767,CROSSLINKED (HC),434.95974,93.25,752.3339908,466.8967784,344.0225729,282.3361823,,255774.0038,504108.7952,1
173,Operator 1,Well 10153,TFH,10747,30,155,97,29,4481023,226328,8/31/2014,P & P,48.2241618,-103.186129,,623.71108,117.19,421.1702827,410.2344948,384.4126671,325.9259259,,278124.5629,528451.0006,2.25
174,Operator 1,Well 10154,TFH,10908,30,155,97,29,5946657,119264,8/23/2014,P & P,48.22411431,-103.1859559,,623.71108,89.24,464.2011834,324.8630287,244.5595003,180.4660676,,278159.0687,528420.5669,1.25
175,Operator 41,Well 10155,TFH,10297,33,155,103,9,5776690,416896,9/19/2014,P & P (cmt.),48.25673303,-103.9337163,SLICKWATER (HC),583.883275,22.19,59.20447074,51.24917817,32.48411133,,,108692.6743,600602.0142,1
176,Operator 41,Well 10156,MBH,10661,35,155,103,9,6201801,426325,9/19/2014,P & P (cmt.),48.25673331,-103.9338396,SLICKWATER (HC),627.71659,38.16,188.1328074,162.2178391,98.82752575,,,108664.1608,600612.2651,3.25
177,Operator 41,Well 10157,TFH,10099,40,156,100,27,9001736,123865,2/28/2015,P & P (cmt.),48.31289824,-103.5197073,LINEAR GEL (HC),544.19041,64.98,297.9618672,182.9498137,,,,211464.2933,586242.4571,0
178,Operator 1,Well 10158,TFH,10203,30,155,98,24,5818090,119317,1/12/2015,P & P,48.22751579,-103.2195609,CROSSLINKED (HC),654.053655,105.29,484.3195266,402.3668639,283.9086128,,,270761.0295,532307.0726,1.5
179,Operator 1,Well 10159,MBH,10106,30,155,98,24,4214271,222609,1/2/2015,P & P,48.22751553,-103.2193761,SLICKWATER (HC),660,128.69,549.0795529,450.2191541,318.8034188,,,270803.9296,532292.1058,1.25
180,Operator 22,Well 1016,MBH,10062,30,163,100,15,2557604,74884,6/27/2016,P & P (cmt.),48.95121664,-103.6590526,SLICKWATER (HC),605.63495,74.85,,,,,,257287.6791,819364.2292,1.25
181,Operator 4,Well 10160,MBH,9741,45,156,97,2,3270302,74068,12/23/2014,P & P (cmt.),48.37161803,-103.1183984,CROSSLINKED (HC),486.56622,68.73,345.3648915,313.3355249,255.7692308,,,311573.6945,574308.8739,2
182,Operator 25,Well 10161,MBH,9214,35,158,99,7,5082697,111002,7/16/2015,P & P,48.51858623,-103.5299939,SLICKWATER (HC),660,81.37,,,,,,234127.5895,658539.416,1.25
183,Operator 38,Well 10162,TFH,7116,29,154,99,14,3062561,89744,1/14/2015,P & P (cmt.),48.15828997,-103.3791787,SLICKWATER (HC),395.0051,57.9,268.5075608,182.829279,,,,225308.1525,521138.5453,4
184,Operator 13,Well 10163,TFH,9501,35,158,95,16,3936776,172186,3/25/2015,P & P (cmt.),48.50381189,-102.9680344,SLICKWATER (HC),586.42202,113.01,,,,,,362246.575,608337.3927,2.5
185,Operator 41,Well 10164,TFH,9340,36,155,101,26,7694529,163498,6/28/2015,P & P (cmt.),48.22537449,-103.6398109,LINEAR GEL (HC),614.05018,55.08,,,,,,172951.5536,565627.9922,1.25
186,Operator 41,Well 10165,TFH,10263,40,155,101,26,8721378,141496,6/28/2015,P & P (cmt.),48.22537489,-103.6396877,LINEAR GEL (HC),605.43846,77.11,,,,,,172980.1766,565618.0759,1.5
187,Operator 41,Well 10166,MBH,9382,30,156,100,32,5360847,175895,4/18/2015,P & P (cmt.),48.28584119,-103.5629746,SLICKWATER (HC),551.54378,141.87,,,,,,198142.985,580360.9669,3.75
188,Operator 41,Well 10167,TFH,10094,33,156,100,32,5734152,115425,4/18/2015,P & P (cmt.),48.2858406,-103.5628595,LINEAR GEL (HC),529.39626,109.46,,,,,,198169.5891,580351.4011,3
189,Operator 45,Well 10168,MBH,8473,31,154,100,6,4014095,76410,6/9/2015,P & P (cmt.),48.18715476,-103.585267,CROSSLINKED (HC),427.7632,162.49,,,,,,180943.5844,547911.8134,2.25
190,Operator 45,Well 10169,TFH,8817,31,154,100,6,4011141,115034,6/10/2015,P & P (cmt.),48.18715452,-103.5851644,CROSSLINKED (HC),660,121.18,,,,,,180967.3722,547903.3656,1.75
191,Operator 22,Well 1017,TFH,10093,26,163,100,15,2594618,71307,7/1/2016,P & P (cmt.),48.95121664,-103.6592607,SLICKWATER (HC),617.112455,69.41,,,,,,257240.0168,819381.0133,1.5
192,Operator 4,Well 10170,MBH,8478,39,155,99,31,9910200,234290,6/8/2016,P & P (cmt.),48.20150941,-103.4567445,LINEAR GEL (HC),643.223475,249.07,,,,,,212528.5767,542441.663,3.75
193,Operator 4,Well 10171,MBH,8314,30,155,99,31,7204790,163624,6/8/2016,P & P (cmt.),48.20150987,-103.4569908,LINEAR GEL (HC),645.846435,160.92,,,,,,212471.4424,542461.8138,3.75
194,Operator 4,Well 10172,MBH,9096,43,155,99,31,6396560,197469,8/22/2015,P & P (cmt.),48.2004127,-103.4566138,SLICKWATER (HC),562.785885,188.76,,,,,,212425.7721,542050.1281,2.75
195,Operator 4,Well 10173,MBH,7785,26,154,98,22,3662330,127741,6/23/2015,P & P (cmt.),48.14071845,-103.2785568,SLICKWATER (HC),660,154,,,,,,246580.7257,506892.9686,3.75
196,Operator 18,Well 10174,TFH,9478,50,156,96,34,3527495,53590,8/4/2015,Sleeves,48.28577938,-103.0012716,,340.049495,54.07,,,,,,328463.8194,535074.4265,0.5
197,Operator 18,Well 10175,MBH,9123,35,156,96,34,2800412,43113,8/2/2015,Sleeves,48.28577913,-103.001136,LINEAR GEL (HC),476.060805,87.8,,,,,,328495.2868,535063.513,1
198,Operator 1,Well 10176,TFH,9321,30,153,99,4,3386062,200365,6/15/2014,P & P,48.11009588,-103.41529,SLICKWATER (HC),640.94845,127.78,677.7777778,539.5244357,459.9879465,355.8550661,276.865549,211072.6323,507326.5284,0.5
199,Operator 24,Well 10177,TFH,8554,26,154,98,23,5064052,104538,8/10/2014,P & P (cmt.),48.14170057,-103.239664,,293.668665,56.6,285.8645628,257.0238878,209.1825553,172.7043612,,255746.3785,504094.7395,1.5
200,Operator 24,Well 10178,MBH,8555,22,154,98,23,4814220,96980,8/3/2014,P & P (cmt.),48.14164261,-103.2397514,CROSSLINKED (HC),275.37688,80.2,464.3326759,407.1882533,319.7019505,255.7308788,,255719.0602,504081.6443,1
201,Operator 2,Well 10179,MBH,6602,40,158,95,15,2788140,81957,10/30/2014,P & P (cmt.),48.5165176,-102.9382945,CROSSLINKED (HC),494.500555,34.1,27.44904668,,,,,370647.8228,610401.3364,0.5
202,Operator 22,Well 1018,MBH,9710,22,160,98,6,3427535,101918,7/18/2016,P & P (cmt.),48.71962002,-103.392613,SLICKWATER (HC),660,61.3,,,,,,290237.2191,717368.7582,0.25
203,Operator 2,Well 10180,TFH,6768,30,158,95,15,2609300,69413,10/23/2014,P & P,48.51651782,-102.9381706,CROSSLINKED (HC),487.65571,65.85,235.4700855,140.5325444,,,,370676.5222,610391.5804,1
204,Operator 41,Well 10181,MBH,9885,32,156,100,27,5667128,228442,3/24/2015,P & P (cmt.),48.31289749,-103.5198307,SLICKWATER (HC),562.09527,135.82,711.669954,,,,,211435.6106,586252.2139,4
205,Operator 41,Well 10182,TFH,10297,32,156,100,27,5769521,239040,3/4/2015,P & P (cmt.),48.31289527,-103.5202008,SLICKWATER (HC),641.04941,84.73,435.5358317,,,,,211349.5895,586281.4866,2.5
206,Operator 2,Well 10183,MBH,9085,29,155,96,33,5527720,101250,12/21/2014,P & P,48.19821358,-103.0304799,CROSSLINKED (HC),656.010245,117.33,651.6765286,326.8682884,,,,311195.1927,506938.2722,0.5
207,Operator 1,Well 10184,TFH,9646,30,155,98,12,5953511,116659,10/18/2014,P & P,48.25624528,-103.2279373,CROSSLINKED (HC),581.95123,101.06,543.0637738,450.4273504,359.2154284,,,272277.4958,542970.3682,0
208,Operator 4,Well 10185,MBH,10072,45,156,97,2,3472063,72456,12/23/2014,P & P (cmt.),48.37161779,-103.1185837,CROSSLINKED (HC),647.471315,70.09,420.7429323,344.2143327,243.3596318,,,311530.707,574323.6207,2
209,Operator 38,Well 10186,TFH,7078,28,154,99,14,4067939,126164,1/2/2015,P & P (cmt.),48.15807068,-103.3791787,SLICKWATER (HC),660,76.71,368.6390533,288.1437651,,,,225281.5985,521062.3628,3
210,Operator 2,Well 10187,MBH,9302,30,154,95,8,3525749,76803,1/23/2015,P & P,48.16935185,-102.9205515,CROSSLINKED (HC),643.08986,113.34,592.0447074,273.3070348,,,,333327.748,488110.2999,1.5
211,Operator 2,Well 10188,MBH,9546,30,154,95,8,3534511,73430,1/18/2015,P & P,48.16935139,-102.9204284,CROSSLINKED (HC),643.08986,118.22,555.4569362,304.4597852,,,,333356.3529,488100.3182,0.5
212,Operator 41,Well 10189,MBH,9947,32,155,101,26,5726944,250147,7/14/2015,P & P (cmt.),48.22537529,-103.6395646,SLICKWATER (HC),596.30116,79.36,,,,,,173008.7763,565608.1678,4
213,Operator 22,Well 1019,TFH,10027,20,160,98,6,2670032,63261,7/18/2016,P & P (cmt.),48.71962047,-103.3924058,SLICKWATER (HC),660,50.04,,,,,,290284.9712,717352.2813,0.25
214,Operator 41,Well 10190,TFH,9960,38,155,101,26,8279490,137832,7/20/2015,P & P (cmt.),48.22537568,-103.6394414,LINEAR GEL (HC),606.58366,54.25,,,,,,173037.3981,565598.2481,6
215,Operator 41,Well 10191,TFH,9300,30,156,100,32,5012521,86896,4/29/2015,P & P (cmt.),48.28584001,-103.5627444,LINEAR GEL (HC),548.716225,94.64,,,,,,198196.1933,580341.8353,4.25
216,Operator 27,Well 10192,MBH,9233,25,159,100,18,2365696,56326,1/16/2015,P & P (cmt.),48.59814779,-103.6661283,LINEAR GEL (HC),660,63.72,,,,,,212441.4218,697216.8865,0
217,Operator 1,Well 10193,TFH,9814,30,155,98,29,5877363,117503,3/18/2015,P & P,48.22590162,-103.3178259,CROSSLINKED (HC),656.042945,135.7,,,,,,247742.1521,539669.1989,2.25
218,Operator 1,Well 10194,MBH,9641,30,155,98,29,3425827,198026,3/25/2015,P & P,48.22590179,-103.3180106,SLICKWATER (HC),653.929145,149.47,,,,,,247699.28,539684.1749,1.75
219,Operator 4,Well 10195,TFH,9807,30,155,99,31,4180330,132458,8/13/2015,P & P (cmt.),48.20041293,-103.4567369,SLICKWATER (HC),412.97553,146.75,,,,,,212397.2161,542060.1996,3.25
220,Operator 4,Well 10196,MBH,10622,28,154,98,22,3999325,145370,6/16/2015,P & P (cmt.),48.14071845,-103.2784338,SLICKWATER (HC),660,158.53,,,,,,246609.3359,506883.0332,2.5
221,Operator 4,Well 10197,TFH,9070,30,154,98,22,3987815,81351,6/17/2015,P & P (cmt.),48.14071845,-103.2781878,,606.311855,93.68,,,,,,246666.5562,506863.1625,2.75
222,Operator 2,Well 10198,TFH,9849,40,155,95,34,7514835,113344,10/20/2015,30 Sleeves and 10 P & P,48.19878022,-102.8877722,CROSSLINKED (HC),657.484025,143.3,,,,,,344466.152,495740.4787,0.5
223,Operator 2,Well 10199,TFH,9809,40,155,95,34,7278341,112839,10/24/2015,30 Sleeves and 10 P & P,48.19877993,-102.8878954,CROSSLINKED (HC),576.054965,147.47,,,,,,344437.4451,495750.1917,1.5
224,Operator 1,Well 102,TFH,9525,30,141,99,28,5584901,92251,7/16/2014,P & P,47.00834268,-103.2307436,,660,59.55,373.1426693,285.6563664,222.1455183,183.8118197,,121441.8948,109962.8681,0
225,Operator 1,Well 1020,TFH,10066,30,160,95,35,3698163,60260,3/20/2012,P & P,48.63368739,-102.9115767,,660,135.35,,,,,,390817.1647,649107.0657,0
226,Operator 38,Well 10200,MBH,3828,24,154,99,15,3390000,35496,5/20/2014,Sleeves,48.15519747,-103.4078317,,660,60.91,475.9040105,283.936007,200.9697567,157.9625977,125.5561034,218273.5975,522386.8442,0
227,Operator 24,Well 10201,TFH,9608,28,154,98,23,5180751,109932,8/10/2014,P & P (cmt.),48.14158464,-103.2398387,,270.06387,72.03,429.7830375,338.5382424,266.5461319,226.5687779,,255691.7638,504068.5376,1.5
228,Operator 2,Well 10202,TFH,6956,31,158,95,15,2421700,65569,11/2/2014,P & P,48.51651805,-102.9380468,CROSSLINKED (HC),487.65571,50.81,215.1873767,104.7556432,,,,370705.1996,610381.8359,2.25
229,Operator 1,Well 10203,TFH,10260,30,152,100,4,5633721,120142,9/20/2014,P & P,48.02373581,-103.493569,CROSSLINKED (HC),648.001255,130.47,545.3977646,477.6901162,411.264519,,,182373.7883,483708.1367,0.25
230,Operator 1,Well 10204,MBH,10437,30,152,100,4,4472358,225812,9/19/2014,P & P,48.02373581,-103.4937531,SLICKWATER (HC),648.001255,182.78,964.5299145,750.8327854,610.1961429,,,182330.9174,483723.1426,0
231,Operator 1,Well 10205,MBH,9663,40,155,98,12,5922884,314725,10/20/2014,P & P,48.25624528,-103.2281221,SLICKWATER (HC),587.39845,129.96,567.0282709,502.7942143,394.351304,,,272234.5869,542985.2415,0.25
232,Operator 4,Well 10206,MBH,10755,26,154,98,23,6658898,125362,11/3/2014,P & P (cmt.),48.14254307,-103.2493916,CROSSLINKED (HC),660,128.48,658.086785,579.837826,476.5669516,,,253585.0242,505172.4317,2.5
233,Operator 46,Well 10207,TFH,9404,50,153,99,2,5845801,237558,11/5/2015,P & P,48.11045453,-103.3854577,,469.861795,71.81,,,,,,218055.4098,505030.4617,0.5
234,Operator 1,Well 10208,MBH,9615,30,155,98,9,3380290,189316,5/3/2015,P & P,48.25631926,-103.2931849,SLICKWATER (HC),660,126,,,,,,257138.4788,548253.0267,1.25
235,Operator 1,Well 10209,TFH,9566,30,155,98,9,5890822,120669,5/3/2015,P & P,48.25631831,-103.293,SLICKWATER (HC),634.47643,101.92,,,,,,257181.285,548237.7834,0.5
236,Operator 22,Well 1021,TFH,9369,26,163,100,15,2606561,69417,7/6/2016,P & P (cmt.),48.95121664,-103.6594688,SLICKWATER (HC),660,56.63,,,,,,257192.3545,819397.7975,2.75
237,Operator 2,Well 10210,MBH,10145,45,158,95,29,3950600,107724,2/22/2015,30 Sleeves and 15 P & P,48.48771474,-102.9823802,CROSSLINKED (HC),660,71.65,,,,,,357000.8503,603871.5866,1.5
238,Operator 2,Well 10211,TFH,9617,45,158,95,29,3729120,102626,2/18/2015,30 Sleeves and 15 P & P,48.48771474,-102.9825039,CROSSLINKED (HC),660,39.51,,,,,,356972.2143,603881.4227,1.25
239,Operator 41,Well 10212,TFH,9689,37,155,101,26,8043673,160986,7/13/2015,P & P (cmt.),48.22537608,-103.6393182,LINEAR GEL (HC),513.611445,27.5,,,,,,173066.0211,565588.3319,3.75
240,Operator 4,Well 10213,MBH,9357,35,156,97,12,2700645,68985,5/9/2015,P & P (cmt.),48.34401688,-103.1057193,SLICKWATER (HC),644.65422,66.86,,,,,,311199.2057,563690.2129,3.5
241,Operator 46,Well 10214,MBH,11331,50,155,100,3,7054937,335993,10/10/2016,P & P,48.28314959,-103.5273678,SLICKWATER (HC),660,164.63,,,,,,206068.3399,576531.9538,1.5
242,Operator 46,Well 10215,TFH,9620,50,155,100,3,5969552,280491,10/10/2016,P & P,48.28314959,-103.5272445,SLICKWATER (HC),660,97.71,,,,,,206096.9218,576521.9371,1.5
243,Operator 4,Well 10216,MBH,9831,43,155,99,31,6251704,192841,8/22/2015,P & P (cmt.),48.20041316,-103.4568601,SLICKWATER (HC),406.402905,161.19,,,,,,212368.6368,542070.2792,4
244,Operator 4,Well 10217,TFH,10330,30,155,99,31,4153600,127033,8/13/2015,P & P (cmt.),48.20041339,-103.4569832,SLICKWATER (HC),532.21453,124.38,,,,,,212340.0807,542080.3507,3.5
